candidate_fingerprint,candidate_line,brand_raw,model_raw,model_year_raw,trim_raw,status_raw,brand_id,model_ids,method,review_id
7bea3630875d,487,Mercedes,A200,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/a200,exact_normalized,
0c2ae71b9e53,488,Mercedes,CLA 200,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/cla-200,exact_normalized,
07d3ac7365df,489,Mercedes,GLA 200,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/gla-200,exact_normalized,
a26f45b7598d,490,Mercedes,EQA250+,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/eqa250,exact_normalized,
fe1604cc2153,491,Mercedes,EQB250+,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/eqb250,exact_normalized,
3c626dc72890,492,Mercedes,CLA250+,2027,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/cla250,exact_normalized,
6967be8770f2,493,Mercedes,EQE SUV,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/eqe-suv,exact_normalized,
a280da4ce0c5,494,Mercedes,C 43 AMG,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/c-43-amg,exact_normalized,
169e9624f804,495,Mercedes,V300,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/v300,exact_normalized,
2e450e487dfa,496,Mercedes,GLC 43,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/glc-43,exact_normalized,
27c1824e8b33,497,Mercedes,GLE 450,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/gle-450,exact_normalized,
cbb7aee5c5e2,498,Mercedes,GLE 53,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/gle-53,exact_normalized,
f0aa0849e64b,499,Mercedes,GLS 580,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/gls-580,exact_normalized,
f3f5848134fa,500,Mercedes,G580 with EQ Technology,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/g580-with-eq-technology,exact_normalized,
caca06d59e11,501,Mercedes,S450,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/s450,exact_normalized,
414978ba7de4,502,Mercedes,G 500,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/g-500,exact_normalized,
7ef343325698,503,Mercedes,SL55 AMG,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/sl55-amg,exact_normalized,
0b0f6bd5ac6d,504,Mercedes,AMG GT,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/amg-gt,exact_normalized,
45e2a6f860b6,505,Mercedes,Maybach S 580,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/maybach-s-580,exact_normalized,
260852d76cc3,506,Mercedes,G 63,2025,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/g-63,exact_normalized,
516a0d2fb3be,507,Mercedes,A180,2022,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/a180,exact_normalized,
ca4cdf964cfe,508,Mercedes,A 250e,2023,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/a-250e,exact_normalized,
cc6455caed90,509,Mercedes,C400,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/c400,exact_normalized,
533dfe6b2144,510,Mercedes,CLA 180,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/cla-180,exact_normalized,
a18a6c828469,511,Mercedes,CLA 300,2025,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/cla-300,exact_normalized,
c127eaf382cc,512,Mercedes,CLE 300,2024,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/cle-300,exact_normalized,
3116b87c8d6e,513,Mercedes,E Cabriolet,2022,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/e-cabriolet,exact_normalized,
9be4eed7f794,514,Mercedes,E300,2022,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/e300,exact_normalized,
a08a71e4339e,515,Mercedes,E350,2024,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/e350,exact_normalized,
02ad8077c303,516,Mercedes,EQE 500,2025,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/eqe-500,exact_normalized,
9d6ba850c62a,517,Mercedes,GLA 180,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/gla-180,exact_normalized,
e69269361c3f,518,Mercedes,GLB 200,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/glb-200,exact_normalized,
7b58673cd260,519,Mercedes,GLC 300,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/glc-300,exact_normalized,
035d6f8f167d,520,Mercedes,GLC 300 Coupe,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/glc-300-coupe,exact_normalized,
c11a04b156a9,521,Mercedes,GLC 400,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/glc-400,exact_normalized,
71f5b91181ab,522,Mercedes,GT53,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/gt53,exact_normalized,
59f8901b57ca,523,Mercedes,S500,2023,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/s500,exact_normalized,
2b025352af24,524,Mercedes,S580,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/s580,exact_normalized,
32b7b623f295,525,Mercedes,S63,2025,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mercedes,mercedes/s63,exact_normalized,
2fcb37db4743,526,Mitsubishi,Pajero Sport,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mitsubishi,mitsubishi/pajero-sport,exact_normalized,
21b0f98da418,527,Rolls Royce,Spectre,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,rolls-royce,rolls-royce/spectre,exact_normalized,
cd06740ea1f8,528,Lexus,RZ,2026,RZ350e / RZ550e (2 trims),CONFIRMED_MATCH (Info vs Available Models),lexus,lexus/rz,exact_normalized,
b341ae36a0d3,529,AITO,M9,2024,Other Trims,MODEL_DISCOVERY,aito,aito/m9,exact_normalized,
